image,label,profile_angle_deg,s_pixel,visibility,mean_intensity
Pic_20260525194646918.png,图(b),75.0,873.0,0.5212326382921444,88.08213986891732
Pic_20260525194646918.png,图(b),75.0,893.0,0.5392653980697042,67.34220255960535
Pic_20260525195435698.png,图(c),56.0,889.0,0.5984355999045504,126.825587200392
Pic_20260525195435698.png,图(c),56.0,909.0,0.7060641352403827,102.42886498871887
Pic_20260525195435698.png,图(c),56.0,929.0,0.6308138390258364,73.69178757911314
Pic_20260525195435698.png,图(c),56.0,949.0,0.5266354290138666,52.598733114779876
Pic_20260525195435698.png,图(c),56.0,969.0,0.4288486348575735,42.40778850826802
Pic_20260525195435698.png,图(c),56.0,1029.0,0.456084894955655,47.34108027266364
Pic_20260525195435698.png,图(c),56.0,1049.0,0.5398017995482403,58.29108631545762
Pic_20260525195435698.png,图(c),56.0,1069.0,0.5070392493311867,72.71127152775325
Pic_20260525195435698.png,图(c),56.0,1089.0,0.4788777854792271,89.87657094319123
Pic_20260525195435698.png,图(c),56.0,1109.0,0.3692727226105989,99.37190302914183
Pic_20260525195435698.png,图(c),56.0,1129.0,0.34310766245368096,100.23068970442033
Pic_20260525195435698.png,图(c),56.0,1149.0,0.34310766245368096,104.48429951368807
Pic_20260525195435698.png,图(c),56.0,1169.0,0.34875400188676203,108.69562240485666
Pic_20260525195448209.png,图(d),56.0,408.0,0.31138409788140603,61.30979759170987
Pic_20260525195448209.png,图(d),56.0,428.0,0.15636261452554912,67.4271476184113
Pic_20260525195448209.png,图(d),56.0,448.0,0.09580468544635665,69.16933025426437
Pic_20260525195448209.png,图(d),56.0,468.0,0.08822980078262191,68.70920984345517
Pic_20260525195448209.png,图(d),56.0,488.0,0.15249300107859282,71.31015443743941
Pic_20260525195448209.png,图(d),56.0,508.0,0.15249300107859282,73.85065447689928
Pic_20260525195448209.png,图(d),56.0,528.0,0.15249300107859282,74.78309333266186
Pic_20260525195448209.png,图(d),56.0,548.0,0.15578662273219535,76.23876185815112
Pic_20260525195448209.png,图(d),56.0,568.0,0.11178494169676047,81.23113296237497
Pic_20260525195448209.png,图(d),56.0,588.0,0.11530850179930784,84.17670217061674
Pic_20260525195448209.png,图(d),56.0,608.0,0.11530850179930784,83.45889509852934
Pic_20260525195448209.png,图(d),56.0,628.0,0.12037453715308116,85.86263757824521
Pic_20260525195448209.png,图(d),56.0,648.0,0.13904344645483396,91.13016461275502
Pic_20260525195448209.png,图(d),56.0,668.0,0.1365462641360921,92.09957513609486
Pic_20260525195448209.png,图(d),56.0,688.0,0.1981381357856559,88.410160313005
Pic_20260525195448209.png,图(d),56.0,708.0,0.20097654452256067,88.43324234026446
Pic_20260525195448209.png,图(d),56.0,728.0,0.2811089795930351,96.16883519979423
Pic_20260525195448209.png,图(d),56.0,748.0,0.2996847511483824,100.48431941253463
Pic_20260525195448209.png,图(d),56.0,768.0,0.31218265688893276,94.78691295014437
Pic_20260525195448209.png,图(d),56.0,788.0,0.36068241448235594,91.93334300737759
Pic_20260525195448209.png,图(d),56.0,808.0,0.37038825772887324,100.94293274155785
Pic_20260525195448209.png,图(d),56.0,828.0,0.3945277238134254,108.7712520398194
Pic_20260525195448209.png,图(d),56.0,848.0,0.4027931741544359,101.00759873638357
Pic_20260525195448209.png,图(d),56.0,868.0,0.4152208485781134,92.17170917529644
Pic_20260525195448209.png,图(d),56.0,888.0,0.40991202822389844,98.10959459601769
Pic_20260525195448209.png,图(d),56.0,908.0,0.3885596789805648,104.43818611332944
Pic_20260525195448209.png,图(d),56.0,928.0,0.40200065183040373,94.16846910205922
Pic_20260525195448209.png,图(d),56.0,948.0,0.399114507005188,80.10019652533195
Pic_20260525195448209.png,图(d),56.0,968.0,0.399114507005188,79.93496598173792
Pic_20260525195448209.png,图(d),56.0,988.0,0.399114507005188,81.80178292502258
Pic_20260525195448209.png,图(d),56.0,1008.0,0.3848566669948836,72.05854922943242
Pic_20260525195448209.png,图(d),56.0,1028.0,0.2888139909213225,63.92309273211108
Pic_20260525195448209.png,图(d),56.0,1048.0,0.29557976243764755,67.4631188196269
Pic_20260525195448209.png,图(d),56.0,1068.0,0.2935643278267263,69.63329923134798
Pic_20260525195448209.png,图(d),56.0,1088.0,0.28973482256836186,65.10508162454765
Pic_20260525195448209.png,图(d),56.0,1108.0,0.2798052017430445,64.09052180303318
Pic_20260525195448209.png,图(d),56.0,1128.0,0.24635556028089528,68.33909671977939
Pic_20260525195448209.png,图(d),56.0,1148.0,0.24709176120924006,67.54866529901733
Pic_20260525203147728.png,图(e),38.0,313.0,0.18891710854401025,67.26357412817752
Pic_20260525203147728.png,图(e),38.0,333.0,0.2492166727193714,74.72933878992366
Pic_20260525203147728.png,图(e),38.0,353.0,0.2492166727193714,77.97485743186877
Pic_20260525203147728.png,图(e),38.0,373.0,0.2492166727193714,78.64310386257833
Pic_20260525203147728.png,图(e),38.0,393.0,0.18648458945731766,81.46127103075962
Pic_20260525203147728.png,图(e),38.0,413.0,0.174537789266832,85.60991284740084
Pic_20260525203147728.png,图(e),38.0,433.0,0.174537789266832,86.03958419357863
Pic_20260525203147728.png,图(e),38.0,453.0,0.14967401662902624,82.49988013579055
Pic_20260525203147728.png,图(e),38.0,473.0,0.14618870766310088,82.15650644343934
Pic_20260525203147728.png,图(e),38.0,493.0,0.128500724568972,87.41108420925306
Pic_20260525203147728.png,图(e),38.0,513.0,0.16957061101771245,92.97904691224237
Pic_20260525203147728.png,图(e),38.0,533.0,0.16957061101771245,94.10967267367265
Pic_20260525203147728.png,图(e),38.0,553.0,0.16957061101771245,93.0292205495234
Pic_20260525203147728.png,图(e),38.0,573.0,0.14441888377617268,94.777693668564
Pic_20260525203147728.png,图(e),38.0,593.0,0.13788249549371373,98.35669636626807
Pic_20260525203147728.png,图(e),38.0,613.0,0.13788249549371373,98.84573575393198
Pic_20260525203147728.png,图(e),38.0,633.0,0.12614386869459818,95.66592519974374
Pic_20260525203147728.png,图(e),38.0,653.0,0.12614386869459818,94.10837862392569
Pic_20260525203147728.png,图(e),38.0,673.0,0.11913894424017075,98.63041658691704
Pic_20260525203147728.png,图(e),38.0,693.0,0.1646872139570579,103.94885342573747
Pic_20260525203147728.png,图(e),38.0,713.0,0.1646872139570579,103.7963965020574
Pic_20260525203147728.png,图(e),38.0,733.0,0.18799066443422038,100.10459247054351
Pic_20260525203147728.png,图(e),38.0,753.0,0.2059545941616233,98.71178395311942
Pic_20260525203147728.png,图(e),38.0,773.0,0.2059545941616233,100.17195259091964
Pic_20260525203147728.png,图(e),38.0,793.0,0.2059545941616233,98.65863381712806
Pic_20260525203147728.png,图(e),38.0,813.0,0.13823529348388697,92.73917331856431
Pic_20260525203147728.png,图(e),38.0,833.0,0.1357001844200276,88.85943685758441
Pic_20260525203147728.png,图(e),38.0,853.0,0.1398556968305409,92.2093150746866
Pic_20260525203147728.png,图(e),38.0,873.0,0.21298776950984266,98.77209237652538
Pic_20260525203147728.png,图(e),38.0,893.0,0.21298776950984266,101.28904726289558
Pic_20260525203147728.png,图(e),38.0,913.0,0.21851449969828735,98.00733762959705
Pic_20260525203147728.png,图(e),38.0,933.0,0.2856767818684142,95.05212353515593
Pic_20260525203147728.png,图(e),38.0,953.0,0.2856767818684142,94.39544035408662
Pic_20260525203147728.png,图(e),38.0,973.0,0.2856767818684142,92.45390716004879
Pic_20260525203147728.png,图(e),38.0,993.0,0.24178612693208862,86.91673794994958
Pic_20260525203147728.png,图(e),38.0,1013.0,0.1639321564545141,79.69210794290021
Pic_20260525203147728.png,图(e),38.0,1033.0,0.2632254265646335,74.95611079321294
Pic_20260525203147728.png,图(e),38.0,1053.0,0.265680173519253,73.57760995878152
Pic_20260525203147728.png,图(e),38.0,1073.0,0.265680173519253,72.53410585913038
Pic_20260525203147728.png,图(e),38.0,1093.0,0.24239244623209633,68.0246556348064
Pic_20260525203147728.png,图(e),38.0,1113.0,0.15777525145307397,61.82754074255589
Pic_20260525203201995.png,图(f),42.0,373.0,0.11906304660044842,71.56549299360522
Pic_20260525203201995.png,图(f),42.0,393.0,0.21525534408293967,75.78867922189248
Pic_20260525203201995.png,图(f),42.0,413.0,0.21525534408293967,77.52489889976086
Pic_20260525203201995.png,图(f),42.0,433.0,0.21525534408293967,77.16078721381066
Pic_20260525203201995.png,图(f),42.0,453.0,0.19917863191826507,79.2007713834778
Pic_20260525203201995.png,图(f),42.0,473.0,0.16608689031941432,81.79991757120645
Pic_20260525203201995.png,图(f),42.0,493.0,0.1853476796019646,78.89537132012573
Pic_20260525203201995.png,图(f),42.0,513.0,0.16319951603749944,72.72838647831301
Pic_20260525203201995.png,图(f),42.0,533.0,0.16206496341829163,71.82755716406217
Pic_20260525203201995.png,图(f),42.0,553.0,0.2319232443527344,76.17229049383805
Pic_20260525203201995.png,图(f),42.0,573.0,0.23447362400543997,78.32776191730326
Pic_20260525203201995.png,图(f),42.0,593.0,0.23447362400543997,77.4202137342645
Pic_20260525203201995.png,图(f),42.0,613.0,0.22631007958527385,78.8717230179058
Pic_20260525203201995.png,图(f),42.0,633.0,0.1542394224594556,83.86852728633374
Pic_20260525203201995.png,图(f),42.0,653.0,0.15070398976456748,86.41318676266653
Pic_20260525203201995.png,图(f),42.0,673.0,0.1514637814197418,83.24888858525112
Pic_20260525203201995.png,图(f),42.0,693.0,0.1528663967488855,80.56414562306169
Pic_20260525203201995.png,图(f),42.0,713.0,0.1576886824995832,83.9339104048825
Pic_20260525203201995.png,图(f),42.0,733.0,0.1892314062733637,89.13699583583102
Pic_20260525203201995.png,图(f),42.0,753.0,0.1892314062733637,89.57402230684201
Pic_20260525203201995.png,图(f),42.0,773.0,0.1892314062733637,87.62338020388084
Pic_20260525203201995.png,图(f),42.0,793.0,0.16439370976244919,89.18449593962436
Pic_20260525203201995.png,图(f),42.0,813.0,0.12409448003754966,92.01139606269847
Pic_20260525203201995.png,图(f),42.0,833.0,0.12409448003754966,91.00056027594637
Pic_20260525203201995.png,图(f),42.0,853.0,0.05948212036757201,87.81849067146986
Pic_20260525203201995.png,图(f),42.0,873.0,0.07035380809078097,88.3950087709703
Pic_20260525203201995.png,图(f),42.0,893.0,0.13135326528532387,93.19313678125611
Pic_20260525203201995.png,图(f),42.0,913.0,0.12550196323397353,95.95629754462817
Pic_20260525203201995.png,图(f),42.0,933.0,0.13818320110361637,94.47858437312848
Pic_20260525203201995.png,图(f),42.0,953.0,0.171248201458507,93.2091456128955
Pic_20260525203201995.png,图(f),42.0,973.0,0.171248201458507,94.99293341452652
Pic_20260525203201995.png,图(f),42.0,993.0,0.171248201458507,95.50750550147956
Pic_20260525203201995.png,图(f),42.0,1013.0,0.1307882000816697,91.32560075495742
Pic_20260525203201995.png,图(f),42.0,1033.0,0.13483261351412423,87.22457858161573
Pic_20260525203201995.png,图(f),42.0,1053.0,0.13734867737018244,89.95432451157289
Pic_20260525203201995.png,图(f),42.0,1073.0,0.20987290617053098,96.21205880987715
Pic_20260525203201995.png,图(f),42.0,1093.0,0.20987290617053098,97.23674157313377
Pic_20260525203201995.png,图(f),42.0,1113.0,0.21805958461282643,93.89898689339316
Pic_20260525203201995.png,图(f),42.0,1133.0,0.21805958461282643,93.420860932063
Pic_20260525203201995.png,图(f),42.0,1153.0,0.20971190982848753,97.07273664592634
Pic_20260525203201995.png,图(f),42.0,1173.0,0.20971190982848753,98.1041619475884
Pic_20260525203201995.png,图(f),42.0,1193.0,0.16575597078895837,92.47621278666205
Pic_20260525203201995.png,图(f),42.0,1213.0,0.2762028453531267,85.17041503483102
Pic_20260525203201995.png,图(f),42.0,1233.0,0.307687948523738,82.05801533683098
Pic_20260525203201995.png,图(f),42.0,1253.0,0.307687948523738,82.39003724792447
Pic_20260525203201995.png,图(f),42.0,1273.0,0.3057861631242872,80.04623603068913
Pic_20260525203201995.png,图(f),42.0,1293.0,0.2345594875027894,75.87445218418345
Pic_20260525203201995.png,图(f),42.0,1313.0,0.23331027043642588,75.87936168008873
